순서,식품분류기준대분류,식품분류기준중분류,식품분류기준소분류,요오드-131,세슘-134,세슘-137
1626,음용수,정수,정수,불검출,불검출,불검출
1627,음용수,정수,정수,불검출,불검출,불검출
1628,음용수,정수,정수,불검출,불검출,불검출
1629,음용수,정수,정수,불검출,불검출,불검출
1630,음용수,정수,정수,불검출,불검출,불검출
1631,음용수,제품수,제품수,불검출,불검출,불검출
1632,가공식품,젓갈류,굴,불검출,불검출,불검출
1633,가공식품,젓갈류,낙지,불검출,불검출,불검출
1634,가공식품,젓갈류,오징어,불검출,불검출,불검출
1635,가공식품,젓갈류,꼴뚜기,불검출,불검출,불검출
1636,가공식품,젓갈류,조개,불검출,불검출,불검출
1637,가공식품,젓갈류,기타,불검출,불검출,불검출
1638,가공식품,젓갈류,게,불검출,불검출,불검출
1639,가공식품,젓갈류,게,불검출,불검출,불검출
1640,가공식품,젓갈류,명태,불검출,불검출,불검출
1641,수산물,어류,고등어,불검출,불검출,불검출
1642,수산물,어류,삼치,불검출,불검출,불검출
1643,수산물,어류,대구,불검출,불검출,불검출
1644,수산물,연체동물,오징어,불검출,불검출,불검출
1645,가공식품,수산물,젓갈,불검출,불검출,불검출
1646,가공식품,수산물,,불검출,불검출,불검출
1647,가공식품,수산물,,불검출,불검출,불검출
1648,가공식품,수산물,,불검출,불검출,불검출
1649,가공식품,유제품,우유,불검출,불검출,불검출
1650,가공식품,수산물,,불검출,불검출,불검출
1651,공산품,기타,기타,불검출,불검출,불검출
1652,공산품,기타,기타,불검출,불검출,불검출
1653,농산품,과일류,귤,불검출,불검출,불검출
1654,가공식품,소금,소금,불검출,불검출,불검출
1655,수산물,건어물,,불검출,불검출,불검출
1656,가공식품,젓갈류,기타,불검출,불검출,불검출
1657,수산물,연체동물,오징어,불검출,불검출,불검출
1658,수산물,건어물,멸치,불검출,불검출,불검출
1659,수산물,해조류,다시마,불검출,불검출,불검출
1660,수산물,건어물,멸치,불검출,불검출,불검출
1661,수산물,연체동물,오징어,불검출,불검출,불검출
1662,수산물,어류,아귀,불검출,불검출,불검출
1663,수산물,어류,갈치,불검출,불검출,불검출
1664,수산물,어류,코다리,불검출,불검출,불검출
1665,수산물,어류,가자미,불검출,불검출,불검출
1666,수산물,어류,삼치,불검출,불검출,불검출
1667,수산물,어류,동태,불검출,불검출,불검출
1668,수산물,어류,고등어,불검출,불검출,불검출
1669,수산물,어류,가자미,불검출,불검출,불검출
1670,수산물,어류,임연수,불검출,불검출,불검출
1671,수산물,어류,갈치,불검출,불검출,불검출
1672,수산물,어류,조기,불검출,불검출,불검출
1673,수산물,어류,대구,불검출,불검출,불검출
1674,수산물,연체동물,오징어,불검출,불검출,불검출
1675,수산물,연체동물,낙지,불검출,불검출,불검출
1676,수산물,연체동물,주꾸미,불검출,불검출,불검출
1677,수산물,건어물,멸치,불검출,불검출,불검출
1678,수산물,해조류,다시마,불검출,불검출,불검출
1679,수산물,갑각류,새우,불검출,불검출,불검출
1680,수산물,갑각류,게,불검출,불검출,불검출
1681,수산물,패류,바지락,불검출,불검출,불검출
1682,수산물,패류,홍합,불검출,불검출,불검출
1683,수산물,건어물,새우,불검출,불검출,불검출
1684,수산물,건어물,황태,불검출,불검출,불검출
1685,수산물,해조류,미역,불검출,불검출,불검출
1686,수산물,어류,코다리,불검출,불검출,불검출
1687,수산물,어류,꽁치,불검출,불검출,불검출
1688,수산물,어류,가자미,불검출,불검출,불검출
1689,수산물,어류,꽁치,불검출,불검출,불검출
1690,수산물,어류,고등어,불검출,불검출,불검출
1691,수산물,어류,동태,불검출,불검출,불검출
1692,수산물,연체동물,오징어,불검출,불검출,불검출
1693,수산물,어류,삼치,불검출,불검출,불검출
1694,수산물,어류,가자미,불검출,불검출,불검출
1695,수산물,어류,삼치,불검출,불검출,불검출
1696,수산물,어류,코다리,불검출,불검출,불검출
1697,수산물,어류,고등어,불검출,불검출,불검출
1698,수산물,어류,연어,불검출,불검출,불검출
1699,공산품,기타,기타,불검출,불검출,불검출
1700,공산품,기타,기타,불검출,불검출,불검출
1701,공산품,기타,기타,불검출,불검출,불검출
1702,공산품,기타,기타,불검출,불검출,불검출
1703,수산물,어류,고등어,불검출,불검출,불검출
1704,수산물,어류,꽁치,불검출,불검출,불검출
1705,수산물,어류,명태,불검출,불검출,불검출
1706,수산물,어류,삼치,불검출,불검출,불검출
1707,수산물,연체동물,오징어,불검출,불검출,불검출
1708,수산물,어류,임연수,불검출,불검출,불검출
1709,수산물,어류,기타,불검출,불검출,불검출
1710,수산물,어류,기타,불검출,불검출,불검출
1711,수산물,어류,갈치,불검출,불검출,불검출
1712,수산물,어류,대구,불검출,불검출,불검출
1713,수산물,어류,아귀,불검출,불검출,불검출
1714,수산물,어류,조기,불검출,불검출,불검출
1715,수산물,어류,방어,불검출,불검출,불검출
1716,수산물,어류,병어,불검출,불검출,불검출
1717,수산물,어류,우럭,불검출,불검출,불검출
1718,수산물,어류,기타,불검출,불검출,불검출
1719,수산물,어류,가자미,불검출,불검출,불검출
1720,수산물,연체동물,낙지,불검출,불검출,불검출
1721,수산물,어류,코다리,불검출,불검출,불검출
1722,수산물,어류,가오리,불검출,불검출,불검출
1723,수산물,연체동물,주꾸미,불검출,불검출,불검출
1724,수산물,갑각류,게,불검출,불검출,불검출
1725,수산물,해조류,다시마,불검출,불검출,불검출
1726,수산물,해조류,미역,불검출,불검출,불검출
1727,수산물,건어물,새우,불검출,불검출,불검출
1728,수산물,건어물,멸치,불검출,불검출,불검출
1729,공산품,기타,기타,불검출,불검출,불검출
1730,공산품,기타,기타,불검출,불검출,불검출
1731,공산품,기타,기타,불검출,불검출,불검출
1732,폐기물,폐기물,폐기물,불검출,불검출,불검출
1733,폐기물,폐기물,폐기물,불검출,불검출,불검출
1734,폐기물,폐기물,폐기물,불검출,불검출,불검출
1735,폐기물,폐기물,폐기물,불검출,불검출,불검출
1736,수산물,패류,굴,불검출,불검출,불검출
1737,수산물,어류,가자미,불검출,불검출,불검출
1738,수산물,어류,대구,불검출,불검출,불검출
1739,수산물,어류,방어,불검출,불검출,불검출
1740,수산물,어류,코다리,불검출,불검출,불검출
1741,수산물,연체동물,주꾸미,불검출,불검출,불검출
1742,수산물,패류,홍합,불검출,불검출,불검출
1743,수산물,연체동물,오징어,불검출,불검출,불검출
1744,수산물,어류,고등어,불검출,불검출,불검출
1745,수산물,어류,대구,불검출,불검출,불검출
1746,수산물,어류,꽁치,불검출,불검출,불검출
1747,수산물,어류,삼치,불검출,불검출,불검출
1748,수산물,어류,고등어,불검출,불검출,불검출
1749,수산물,건어물,멸치,불검출,불검출,불검출
1750,수산물,연체동물,오징어,불검출,불검출,불검출
1751,수산물,어류,동태,불검출,불검출,불검출
1752,수산물,갑각류,새우,불검출,불검출,불검출
1753,수산물,해조류,다시마,불검출,불검출,불검출
1754,농산품,버섯류,표고버섯,불검출,불검출,불검출
1755,수산물,어류,삼치,불검출,불검출,불검출
1756,수산물,어류,가자미,불검출,불검출,불검출
1757,수산물,연체동물,낙지,불검출,불검출,불검출
1758,수산물,패류,바지락,불검출,불검출,불검출
1759,수산물,어류,동태,불검출,불검출,불검출
1760,수산물,어류,임연수,불검출,불검출,불검출
1761,수산물,어류,고등어,불검출,불검출,불검출
1762,수산물,건어물,멸치,불검출,불검출,불검출
1763,수산물,어류,대구,불검출,불검출,불검출
1764,수산물,연체동물,오징어,불검출,불검출,불검출
1765,수산물,패류,홍합,불검출,불검출,불검출
1766,수산물,어류,삼치,불검출,불검출,불검출
1767,수산물,어류,코다리,불검출,불검출,불검출
1768,수산물,어류,고등어,불검출,불검출,불검출
1769,수산물,어류,동태,불검출,불검출,불검출
1770,음용수,원수,원수,불검출,불검출,불검출
1771,음용수,정수,정수,불검출,불검출,불검출
1772,음용수,정수,정수,불검출,불검출,불검출
1773,음용수,정수,정수,불검출,불검출,불검출
1774,음용수,원수,원수,불검출,불검출,불검출
1775,음용수,원수,원수,불검출,불검출,불검출
1776,음용수,정수,정수,불검출,불검출,불검출
1777,음용수,정수,정수,불검출,불검출,불검출
1778,음용수,정수,정수,불검출,불검출,불검출
1779,음용수,정수,정수,불검출,불검출,불검출
1780,수산물,어류,고등어,불검출,불검출,불검출
1781,수산물,어류,대구,불검출,불검출,불검출
1782,수산물,연체동물,오징어,불검출,불검출,불검출
1783,수산물,연체동물,오징어,불검출,불검출,불검출
1784,수산물,갑각류,새우,불검출,불검출,불검출
1785,수산물,갑각류,새우,불검출,불검출,불검출
1786,수산물,갑각류,새우,불검출,불검출,불검출
1787,수산물,어류,장어,불검출,불검출,불검출
1788,수산물,어류,연어,불검출,불검출,불검출
1789,수산물,어류,고등어,불검출,불검출,불검출
1790,수산물,연체동물,오징어,불검출,불검출,불검출
1791,가공식품,젓갈류,멸치,불검출,불검출,불검출
1792,가공식품,젓갈류,새우,불검출,불검출,불검출
1793,농산품,버섯류,기타,불검출,불검출,불검출
1794,수산물,어류,대구,불검출,불검출,불검출
1795,가공식품,젓갈류,조개,불검출,불검출,불검출
1796,축산물,육류,소,불검출,불검출,불검출
1797,가공식품,수산물,즉석식품,불검출,불검출,불검출
1798,가공식품,수산물,즉석식품,불검출,불검출,불검출
1799,가공식품,수산물,즉석식품,불검출,불검출,불검출
1800,가공식품,수산물,즉석식품,불검출,불검출,불검출
1801,공산품,기타,기타,불검출,불검출,불검출
1802,수산물,해조류,청각,불검출,불검출,불검출
1803,수산물,연체동물,낙지,불검출,불검출,불검출
1804,수산물,어류,연어,불검출,불검출,불검출
1805,수산물,갑각류,게,불검출,불검출,불검출
1806,수산물,연체동물,주꾸미,불검출,불검출,불검출
1807,수산물,연체동물,오징어,불검출,불검출,불검출
1808,수산물,어류,아귀,불검출,불검출,불검출
1809,수산물,어류,동태,불검출,불검출,불검출
1810,수산물,어류,대구,불검출,불검출,불검출
1811,수산물,어류,임연수,불검출,불검출,불검출
1812,수산물,연체동물,오징어,불검출,불검출,불검출
1813,수산물,패류,굴,불검출,불검출,불검출
1814,원료,향,향,불검출,불검출,불검출
1815,수산물,갑각류,새우,불검출,불검출,불검출
1816,농산품,버섯류,표고버섯,불검출,불검출,2.7
1817,공산품,기타,기타,불검출,불검출,불검출
1818,음용수,정수,정수,불검출,불검출,불검출
1819,음용수,제품수,제품수,불검출,불검출,불검출
1820,음용수,정수,정수,불검출,불검출,불검출
1821,음용수,정수,정수,불검출,불검출,불검출
1822,음용수,정수,정수,불검출,불검출,불검출
1823,음용수,정수,정수,불검출,불검출,불검출
1824,음용수,정수,정수,불검출,불검출,불검출
1825,음용수,정수,정수,불검출,불검출,불검출
1826,폐기물,폐기물,폐기물,불검출,불검출,불검출
1827,폐기물,폐기물,폐기물,불검출,불검출,불검출
1828,폐기물,폐기물,폐기물,불검출,불검출,불검출
1829,폐기물,폐기물,폐기물,불검출,불검출,불검출
1830,폐기물,폐기물,폐기물,불검출,불검출,불검출
1831,음용수,원수,원수,불검출,불검출,불검출
1832,수산물,어류,고등어,불검출,불검출,불검출
1833,수산물,어류,삼치,불검출,불검출,불검출
1834,수산물,어류,대구,불검출,불검출,불검출
1835,수산물,연체동물,오징어,불검출,불검출,불검출
1836,수산물,건어물,황태,불검출,불검출,불검출
1837,수산물,어류,가자미,불검출,불검출,불검출
1838,수산물,어류,조기,불검출,불검출,불검출
1839,수산물,연체동물,주꾸미,불검출,불검출,불검출
1840,수산물,갑각류,새우,불검출,불검출,불검출
1841,수산물,패류,바지락,불검출,불검출,불검출
1842,수산물,패류,홍합,불검출,불검출,불검출
1843,수산물,건어물,멸치,불검출,불검출,불검출
1844,수산물,어류,삼치,불검출,불검출,불검출
1845,수산물,어류,동태,불검출,불검출,불검출
1846,수산물,어류,고등어,불검출,불검출,불검출
1847,수산물,어류,가자미,불검출,불검출,불검출
1848,수산물,어류,임연수,불검출,불검출,불검출
1849,수산물,어류,갈치,불검출,불검출,불검출
1850,수산물,어류,조기,불검출,불검출,불검출
1851,수산물,어류,대구,불검출,불검출,불검출
1852,수산물,연체동물,오징어,불검출,불검출,불검출
1853,수산물,연체동물,낙지,불검출,불검출,불검출
1854,수산물,연체동물,주꾸미,불검출,불검출,불검출
1855,수산물,건어물,멸치,불검출,불검출,불검출
1856,수산물,해조류,다시마,불검출,불검출,불검출
1857,수산물,갑각류,새우,불검출,불검출,불검출
1858,수산물,갑각류,게,불검출,불검출,불검출
1859,수산물,패류,바지락,불검출,불검출,불검출
1860,수산물,패류,홍합,불검출,불검출,불검출
1861,수산물,건어물,새우,불검출,불검출,불검출
1862,수산물,건어물,황태,불검출,불검출,불검출
1863,수산물,해조류,미역,불검출,불검출,불검출
1864,수산물,어류,코다리,불검출,불검출,불검출
1865,수산물,어류,꽁치,불검출,불검출,불검출
1866,음용수,정수,정수,불검출,불검출,불검출
1867,음용수,정수,정수,불검출,불검출,불검출
1868,음용수,정수,정수,불검출,불검출,불검출
1869,음용수,정수,정수,불검출,불검출,불검출
1870,음용수,정수,정수,불검출,불검출,불검출
1871,음용수,정수,정수,불검출,불검출,불검출
1872,수산물,어류,명태,불검출,불검출,불검출
1873,공산품,기타,기타,불검출,불검출,불검출
1874,수산물,어류,삼치,불검출,불검출,불검출
1875,수산물,어류,삼치,불검출,불검출,불검출
1876,수산물,어류,고등어,불검출,불검출,불검출
1877,수산물,어류,동태,불검출,불검출,불검출
1878,수산물,어류,대구,불검출,불검출,불검출
1879,수산물,어류,가자미,불검출,불검출,불검출
1880,수산물,어류,고등어,불검출,불검출,불검출
1881,수산물,어류,가자미,불검출,불검출,불검출
1882,수산물,어류,삼치,불검출,불검출,불검출
1883,수산물,연체동물,오징어,불검출,불검출,불검출
1884,가공식품,유제품,버터,불검출,불검출,불검출
1885,수산물,건어물,멸치,불검출,불검출,불검출
1886,수산물,어류,삼치,불검출,불검출,불검출
1887,수산물,어류,코다리,불검출,불검출,불검출
1888,농산품,버섯류,표고버섯,불검출,불검출,불검출
1889,농산품,채소류,감자,불검출,불검출,불검출
1890,수산물,연체동물,오징어,불검출,불검출,불검출
1891,수산물,연체동물,오징어,불검출,불검출,불검출
1892,수산물,어류,고등어,불검출,불검출,불검출
1893,수산물,어류,삼치,불검출,불검출,불검출
1894,수산물,연체동물,오징어,불검출,불검출,불검출
1895,수산물,건어물,멸치,불검출,불검출,불검출
1896,수산물,해조류,다시마,불검출,불검출,불검출
1897,수산물,해조류,미역,불검출,불검출,불검출
1898,수산물,해조류,파래,불검출,불검출,불검출
1899,수산물,건어물,멸치,불검출,불검출,불검출
1900,수산물,건어물,기타,불검출,불검출,불검출
1901,수산물,건어물,오징어,불검출,불검출,불검출
1902,수산물,건어물,오징어,불검출,불검출,불검출
1903,수산물,건어물,새우,불검출,불검출,불검출
1904,수산물,건어물,새우,불검출,불검출,불검출
1905,수산물,건어물,황태,불검출,불검출,불검출
1906,수산물,어류,꽁치,불검출,불검출,불검출
1907,수산물,어류,고등어,불검출,불검출,불검출
1908,수산물,어류,동태,불검출,불검출,불검출
1909,수산물,어류,대구,불검출,불검출,불검출
1910,수산물,어류,임연수,불검출,불검출,불검출
1911,수산물,어류,삼치,불검출,불검출,불검출
1912,수산물,어류,조기,불검출,불검출,불검출
1913,수산물,어류,조기,불검출,불검출,불검출
1914,수산물,연체동물,오징어,불검출,불검출,불검출
1915,수산물,연체동물,낙지,불검출,불검출,불검출
1916,수산물,연체동물,주꾸미,불검출,불검출,불검출
1917,수산물,갑각류,게,불검출,불검출,불검출
1918,수산물,어류,아귀,불검출,불검출,불검출
1919,수산물,어류,갈치,불검출,불검출,불검출
1920,수산물,어류,갈치,불검출,불검출,불검출
1921,수산물,어류,가자미,불검출,불검출,불검출
1922,수산물,어류,코다리,불검출,불검출,불검출
1923,수산물,어류,연어,불검출,불검출,불검출
1924,수산물,어류,장어,불검출,불검출,불검출
1925,가공식품,소금,소금,불검출,불검출,불검출
1926,원료,기타,기타,불검출,불검출,불검출
1927,원료,기타,기타,불검출,불검출,불검출
1928,가공식품,기타,건강보조식품,불검출,불검출,불검출
1929,가공식품,기타,건강보조식품,불검출,불검출,불검출
1930,원료,향,향,불검출,불검출,불검출
1931,수산물,어류,삼치,불검출,불검출,불검출
1932,수산물,어류,동태,불검출,불검출,불검출
1933,수산물,어류,고등어,불검출,불검출,불검출
1934,수산물,어류,가자미,불검출,불검출,불검출
1935,수산물,어류,임연수,불검출,불검출,불검출
1936,수산물,어류,갈치,불검출,불검출,불검출
1937,수산물,어류,조기,불검출,불검출,불검출
1938,수산물,어류,대구,불검출,불검출,불검출
1939,수산물,연체동물,오징어,불검출,불검출,불검출
1940,수산물,연체동물,낙지,불검출,불검출,불검출
1941,수산물,연체동물,주꾸미,불검출,불검출,불검출
1942,수산물,건어물,멸치,불검출,불검출,불검출
1943,수산물,해조류,다시마,불검출,불검출,불검출
1944,수산물,갑각류,새우,불검출,불검출,불검출
1945,수산물,갑각류,게,불검출,불검출,불검출
1946,수산물,패류,바지락,불검출,불검출,불검출
1947,수산물,패류,홍합,불검출,불검출,불검출
1948,수산물,건어물,새우,불검출,불검출,불검출
1949,수산물,건어물,황태,불검출,불검출,1.0
1950,수산물,해조류,미역,불검출,불검출,불검출
1951,수산물,어류,코다리,불검출,불검출,불검출
1952,수산물,어류,꽁치,불검출,불검출,불검출
1953,수산물,어류,고등어,불검출,불검출,불검출
1954,수산물,어류,대구,불검출,불검출,불검출
1955,수산물,어류,동태,불검출,불검출,불검출
1956,수산물,어류,코다리,불검출,불검출,불검출
1957,수산물,해조류,다시마,불검출,불검출,불검출
1958,수산물,건어물,멸치,불검출,불검출,불검출
1959,수산물,건어물,황태,불검출,불검출,불검출
1960,수산물,어류,가자미,불검출,불검출,불검출
1961,수산물,어류,갈치,불검출,불검출,불검출
1962,수산물,어류,꽁치,불검출,불검출,불검출
1963,수산물,어류,삼치,불검출,불검출,불검출
1964,수산물,어류,임연수,불검출,불검출,불검출
1965,수산물,연체동물,낙지,불검출,불검출,불검출
1966,수산물,연체동물,오징어,불검출,불검출,불검출
1967,수산물,어류,대구,불검출,불검출,불검출
1968,수산물,어류,동태,불검출,불검출,불검출
1969,수산물,어류,코다리,불검출,불검출,불검출
1970,공산품,기타,기타,불검출,불검출,불검출
1971,폐기물,폐기물,폐기물,불검출,불검출,불검출
1972,폐기물,폐기물,폐기물,불검출,불검출,불검출
1973,폐기물,폐기물,폐기물,불검출,불검출,불검출
1974,폐기물,폐기물,폐기물,불검출,불검출,불검출
1975,폐기물,폐기물,폐기물,불검출,불검출,불검출
1976,폐기물,폐기물,폐기물,불검출,불검출,불검출
1977,폐기물,폐기물,폐기물,불검출,불검출,불검출
1978,폐기물,폐기물,폐기물,불검출,불검출,불검출
1979,음용수,정수,정수,불검출,불검출,불검출
1980,음용수,정수,정수,불검출,불검출,불검출
1981,음용수,정수,정수,불검출,불검출,불검출
1982,음용수,정수,정수,불검출,불검출,불검출
1983,음용수,정수,정수,불검출,불검출,불검출
1984,음용수,정수,정수,불검출,불검출,불검출
1985,음용수,제품수,제품수,불검출,불검출,불검출
1986,가공식품,수산물,굴,불검출,불검출,불검출
1987,원료,향,향,불검출,불검출,불검출
1988,수산물,어류,고등어,불검출,불검출,불검출
1989,수산물,어류,삼치,불검출,불검출,불검출
1990,수산물,어류,대구,불검출,불검출,불검출
1991,수산물,연체동물,오징어,불검출,불검출,불검출
1992,공산품,화장품,기타,불검출,불검출,불검출
1993,수산물,어류,갈치,불검출,불검출,불검출
1994,수산물,어류,동태,불검출,불검출,불검출
1995,수산물,갑각류,게,불검출,불검출,불검출
1996,수산물,어류,삼치,불검출,불검출,불검출
1997,수산물,어류,가자미,불검출,불검출,불검출
1998,수산물,어류,갈치,불검출,불검출,불검출
1999,수산물,갑각류,게,불검출,불검출,불검출
2000,수산물,어류,고등어,불검출,불검출,불검출
2001,수산물,연체동물,낙지,불검출,불검출,불검출
2002,수산물,어류,동태,불검출,불검출,불검출
2003,수산물,어류,임연수,불검출,불검출,불검출
2004,수산물,어류,조기,불검출,불검출,불검출
2005,수산물,연체동물,주꾸미,불검출,불검출,불검출
2006,수산물,어류,코다리,불검출,불검출,불검출
2007,수산물,패류,바지락,불검출,불검출,불검출
2008,수산물,갑각류,새우,불검출,불검출,불검출
2009,수산물,갑각류,새우,불검출,불검출,불검출
2010,수산물,해조류,미역,불검출,불검출,불검출
2011,수산물,건어물,새우,불검출,불검출,불검출
2012,수산물,해조류,다시마,불검출,불검출,불검출
2013,수산물,해조류,미역,불검출,불검출,불검출
2014,수산물,건어물,오징어,불검출,불검출,불검출
2015,수산물,건어물,북어,불검출,불검출,불검출
2016,수산물,건어물,황태,불검출,불검출,불검출
2017,수산물,건어물,멸치,불검출,불검출,불검출
2018,수산물,해조류,다시마,불검출,불검출,불검출
2019,수산물,어류,가자미,불검출,불검출,불검출
2020,수산물,해조류,파래,불검출,불검출,불검출
2021,수산물,패류,기타,불검출,불검출,불검출
2022,수산물,어류,대구,불검출,불검출,불검출
2023,수산물,어류,장어,불검출,불검출,불검출
2024,수산물,건어물,기타,불검출,불검출,불검출
2025,수산물,어류,명태,불검출,불검출,불검출
2026,수산물,건어물,멸치,불검출,불검출,불검출
2027,수산물,건어물,멸치,불검출,불검출,불검출
2028,수산물,건어물,멸치,불검출,불검출,불검출
2029,수산물,건어물,새우,불검출,불검출,불검출
2030,수산물,건어물,새우,불검출,불검출,불검출
2031,수산물,해조류,다시마,불검출,불검출,불검출
2032,수산물,어류,고등어,불검출,불검출,불검출
2033,수산물,어류,동태,불검출,불검출,불검출
2034,수산물,어류,코다리,불검출,불검출,불검출
2035,수산물,건어물,북어,불검출,불검출,불검출
2036,수산물,어류,대구,불검출,불검출,불검출
2037,수산물,건어물,멸치,불검출,불검출,불검출
2038,수산물,해조류,다시마,불검출,불검출,불검출
2039,수산물,건어물,기타,불검출,불검출,불검출
2040,수산물,어류,광어,불검출,불검출,불검출
2041,수산물,갑각류,게,불검출,불검출,불검출
2042,수산물,어류,연어,불검출,불검출,불검출
2043,원료,향,향,불검출,불검출,불검출
2044,가공식품,농산물,매실,불검출,불검출,불검출
2045,원료,향,향,불검출,불검출,불검출
2046,원료,향,향,불검출,불검출,불검출
2047,원료,향,향,불검출,불검출,불검출
2048,폐기물,폐기물,폐기물,불검출,불검출,불검출
2049,폐기물,폐기물,폐기물,불검출,불검출,불검출
2050,폐기물,폐기물,폐기물,불검출,불검출,불검출
2051,폐기물,폐기물,폐기물,불검출,불검출,불검출
2052,폐기물,폐기물,폐기물,불검출,불검출,불검출
2053,폐기물,폐기물,폐기물,불검출,불검출,불검출
2054,음용수,정수,정수,불검출,불검출,불검출
2055,음용수,정수,정수,불검출,불검출,불검출
2056,음용수,정수,정수,불검출,불검출,불검출
2057,음용수,정수,정수,불검출,불검출,불검출
2058,음용수,정수,정수,불검출,불검출,불검출
2059,음용수,정수,정수,불검출,불검출,불검출
2060,음용수,제품수,제품수,불검출,불검출,불검출
2061,수산물,패류,홍합,불검출,불검출,불검출
2062,수산물,패류,기타,불검출,불검출,불검출
2063,수산물,연체동물,오징어,불검출,불검출,불검출
2064,수산물,갑각류,새우,불검출,불검출,불검출
2065,수산물,갑각류,새우,불검출,불검출,불검출
2066,가공식품,젓갈류,새우,불검출,불검출,불검출
2067,폐기물,폐기물,폐기물,불검출,불검출,불검출
2068,폐기물,폐기물,폐기물,불검출,불검출,불검출
2069,폐기물,폐기물,폐기물,불검출,불검출,불검출
2070,폐기물,폐기물,폐기물,불검출,불검출,불검출
2071,수산물,수산물,수산물,불검출,불검출,불검출
2072,수산물,수산물,수산물,불검출,불검출,불검출
2073,기타,기타,기타,불검출,불검출,불검출
2074,기타,기타,기타,불검출,불검출,불검출
2075,기타,기타,기타,불검출,불검출,불검출
2076,수산물,어류,동태,불검출,불검출,불검출
2077,가공식품,농산물,매실,불검출,불검출,불검출
2078,기타,기타,해수,불검출,불검출,불검출
2079,기타,기타,해수,불검출,불검출,불검출
2080,기타,기타,해수,불검출,불검출,불검출
2081,기타,기타,해수,불검출,불검출,불검출
2082,기타,기타,해수,불검출,불검출,불검출
2083,수산물,건어물,멸치,불검출,불검출,불검출
2084,수산물,해조류,다시마,불검출,불검출,불검출
2085,수산물,갑각류,새우,불검출,불검출,불검출
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
