순서,식품분류기준대분류,식품분류기준중분류,식품분류기준소분류,요오드-131,세슘-134,세슘-137
544,수산물,어류,가자미,불검출,불검출,불검출
545,수산물,어류,꽁치,불검출,불검출,불검출
546,수산물,어류,고등어,불검출,불검출,불검출
547,수산물,어류,동태,불검출,불검출,불검출
548,수산물,연체동물,오징어,불검출,불검출,불검출
549,수산물,어류,삼치,불검출,불검출,불검출
550,수산물,어류,고등어,불검출,불검출,불검출
551,수산물,어류,동태,불검출,불검출,불검출
552,수산물,어류,코다리,불검출,불검출,불검출
553,수산물,건어물,황태,불검출,불검출,불검출
554,수산물,어류,대구,불검출,불검출,불검출
555,수산물,건어물,멸치,불검출,불검출,불검출
556,수산물,해조류,다시마,불검출,불검출,불검출
557,기타,기타,기타,불검출,불검출,불검출
558,기타,기타,기타,불검출,불검출,불검출
559,수산물,해조류,미역,불검출,불검출,불검출
560,수산물,어류,가자미,불검출,불검출,불검출
561,수산물,어류,동태,불검출,불검출,불검출
562,수산물,어류,임연수,불검출,불검출,불검출
563,수산물,어류,임연수,불검출,불검출,불검출
564,수산물,어류,대구,불검출,불검출,불검출
565,수산물,어류,코다리,불검출,불검출,불검출
566,수산물,어류,갈치,불검출,불검출,불검출
567,수산물,어류,고등어,불검출,불검출,불검출
568,수산물,어류,대구,불검출,불검출,불검출
569,수산물,어류,동태,불검출,불검출,불검출
570,수산물,건어물,황태,불검출,불검출,불검출
571,수산물,건어물,멸치,불검출,불검출,불검출
572,수산물,해조류,다시마,불검출,불검출,불검출
573,수산물,어류,연어,불검출,불검출,불검출
574,수산물,어류,연어,불검출,불검출,불검출
575,원료,향,향,불검출,불검출,불검출
576,수산물,패류,꼬막,불검출,불검출,불검출
577,수산물,패류,꼬막,불검출,불검출,불검출
578,수산물,해조류,미역,불검출,불검출,불검출
579,수산물,해조류,다시마,불검출,불검출,불검출
580,수산물,갑각류,새우,불검출,불검출,불검출
581,수산물,건어물,멸치,불검출,불검출,불검출
582,수산물,해조류,톳,불검출,불검출,불검출
583,농산물,버섯류,표고버섯,불검출,불검출,2.6
584,수산물,건어물,멸치,불검출,불검출,불검출
585,수산물,해조류,자반,불검출,불검출,불검출
586,수산물,갑각류,새우,불검출,불검출,불검출
587,수산물,패류,바지락,불검출,불검출,불검출
588,수산물,패류,홍합,불검출,불검출,불검출
589,가공식품,기타,기타,불검출,불검출,불검출
590,수산물,어류,대구,불검출,불검출,불검출
591,수산물,해조류,다시마,불검출,불검출,불검출
592,수산물,연체동물,오징어,불검출,불검출,불검출
593,수산물,어류,갈치,불검출,불검출,불검출
594,수산물,건어물,오징어,불검출,불검출,불검출
595,수산물,해조류,미역,불검출,불검출,불검출
596,수산물,어류,고등어,불검출,불검출,불검출
597,수산물,어류,가자미,불검출,불검출,불검출
598,수산물,어류,대구,불검출,불검출,불검출
599,수산물,어류,삼치,불검출,불검출,불검출
600,수산물,어류,동태,불검출,불검출,불검출
601,수산물,연체동물,낙지,불검출,불검출,불검출
602,수산물,건어물,북어,불검출,불검출,불검출
603,수산물,어류,임연수,불검출,불검출,불검출
604,수산물,건어물,멸치,불검출,불검출,불검출
605,수산물,어류,고등어,불검출,불검출,불검출
606,수산물,어류,대구,불검출,불검출,불검출
607,수산물,어류,삼치,불검출,불검출,불검출
608,수산물,건어물,새우,불검출,불검출,불검출
609,수산물,어류,조기,불검출,불검출,불검출
610,가공식품,젓갈류,새우,불검출,불검출,불검출
611,폐기물,폐기물,폐기물,불검출,불검출,불검출
612,폐기물,폐기물,폐기물,불검출,불검출,불검출
613,폐기물,폐기물,폐기물,불검출,불검출,불검출
614,폐기물,폐기물,폐기물,불검출,불검출,불검출
615,수산물,어류,고등어,불검출,불검출,불검출
616,수산물,어류,삼치,불검출,불검출,불검출
617,수산물,어류,대구,불검출,불검출,불검출
618,수산물,연체동물,오징어,불검출,불검출,불검출
619,수산물,해조류,미역,불검출,불검출,불검출
620,수산물,해조류,다시마,불검출,불검출,불검출
621,수산물,해조류,기타,불검출,불검출,불검출
622,수산물,해조류,미역,불검출,불검출,불검출
623,수산물,해조류,자반,불검출,불검출,불검출
624,수산물,갑각류,새우,불검출,불검출,불검출
625,수산물,어류,대구,불검출,불검출,불검출
626,수산물,갑각류,게,불검출,불검출,불검출
627,수산물,어류,대구,불검출,불검출,불검출
628,수산물,건어물,미역,불검출,불검출,불검출
629,수산물,건어물,오징어,불검출,불검출,불검출
630,농산물,버섯류,버섯,불검출,불검출,불검출
631,농산물,버섯류,표고버섯,불검출,불검출,1.2
632,농산물,버섯류,표고버섯,불검출,불검출,1.2
633,수산물,해조류,김,불검출,불검출,불검출
634,공산품,기타,기타,불검출,불검출,불검출
635,가공식품,수산물,즉석식품,불검출,불검출,불검출
636,수산물,갑각류,새우,불검출,불검출,불검출
637,수산물,연체동물,기타,불검출,불검출,불검출
638,수산물,연체동물,주꾸미,불검출,불검출,불검출
639,수산물,해조류,다시마,불검출,불검출,불검출
640,수산물,건어물,멸치,불검출,불검출,불검출
641,수산물,해조류,다시마,불검출,불검출,불검출
642,수산물,건어물,멸치,불검출,불검출,불검출
643,수산물,연체동물,오징어,불검출,불검출,불검출
644,수산물,어류,조기,불검출,불검출,불검출
645,농산물,버섯류,버섯,불검출,불검출,불검출
646,수산물,어류,고등어,불검출,불검출,불검출
647,농산물,버섯류,버섯,불검출,불검출,불검출
648,농산물,채소류,연근,불검출,불검출,불검출
649,수산물,패류,홍합,불검출,불검출,불검출
650,수산물,연체동물,오징어,불검출,불검출,불검출
651,수산물,연체동물,주꾸미,불검출,불검출,불검출
652,농산물,버섯류,버섯,불검출,불검출,불검출
653,수산물,어류,동태,불검출,불검출,불검출
654,수산물,어류,굴비,불검출,불검출,불검출
655,음용수,원수,원수,불검출,불검출,불검출
656,음용수,정수,정수,불검출,불검출,불검출
657,음용수,정수,정수,불검출,불검출,불검출
658,음용수,정수,정수,불검출,불검출,불검출
659,음용수,원수,원수,불검출,불검출,불검출
660,음용수,원수,원수,불검출,불검출,불검출
661,음용수,정수,정수,불검출,불검출,불검출
662,음용수,정수,정수,불검출,불검출,불검출
663,음용수,정수,정수,불검출,불검출,불검출
664,음용수,정수,정수,불검출,불검출,불검출
665,농산물,버섯류,버섯,불검출,불검출,불검출
666,공산품,기타,기타,불검출,불검출,불검출
667,공산품,기타,기타,불검출,불검출,불검출
668,농산물,버섯류,표고버섯,불검출,불검출,0.8
669,가공식품,소금,소금,불검출,불검출,불검출
670,가공식품,소금,소금,불검출,불검출,불검출
671,가공식품,소금,소금,불검출,불검출,불검출
672,가공식품,소금,소금,불검출,불검출,불검출
673,가공식품,소금,소금,불검출,불검출,불검출
674,가공식품,소금,소금,불검출,불검출,불검출
675,가공식품,소금,소금,불검출,불검출,불검출
676,기타,목재,목재,불검출,불검출,450
677,기타,목재,목재,불검출,불검출,57
678,기타,목재,목재,불검출,불검출,630
679,기타,목재,목재,불검출,불검출,410
680,원료,향,향,불검출,불검출,불검출
681,농산물,채소류,배추,불검출,불검출,불검출
682,농산물,채소류,호박,불검출,불검출,불검출
683,농산물,채소류,기타,불검출,불검출,불검출
684,가공식품,소금,소금,불검출,불검출,불검출
685,가공식품,소금,소금,불검출,불검출,불검출
686,가공식품,소금,소금,불검출,불검출,불검출
687,기타,기타,해수,불검출,불검출,불검출
688,기타,기타,함수,불검출,불검출,불검출
689,수산물,갑각류,게,불검출,불검출,불검출
690,수산물,어류,가자미,불검출,불검출,불검출
691,수산물,연체동물,주꾸미,불검출,불검출,불검출
692,수산물,어류,코다리,불검출,불검출,불검출
693,수산물,어류,대구,불검출,불검출,불검출
694,수산물,어류,명태,불검출,불검출,불검출
695,수산물,어류,명태,불검출,불검출,불검출
696,수산물,어류,갈치,불검출,불검출,불검출
697,수산물,연체동물,오징어,불검출,불검출,불검출
698,수산물,어류,조기,불검출,불검출,불검출
699,수산물,어류,고등어,불검출,불검출,불검출
700,음용수,정수,정수,불검출,불검출,불검출
701,음용수,정수,정수,불검출,불검출,불검출
702,음용수,정수,정수,불검출,불검출,불검출
703,음용수,정수,정수,불검출,불검출,불검출
704,음용수,정수,정수,불검출,불검출,불검출
705,음용수,정수,정수,불검출,불검출,불검출
706,음용수,제품수,제품수,불검출,불검출,불검출
707,음용수,제품수,제품수,불검출,불검출,불검출
708,음용수,제품수,제품수,불검출,불검출,불검출
709,수산물,어류,굴비,불검출,불검출,불검출
710,수산물,어류,고등어,불검출,불검출,불검출
711,수산물,연체동물,오징어,불검출,불검출,불검출
712,수산물,어류,삼치,불검출,불검출,불검출
713,폐기물,폐기물,폐기물,불검출,불검출,불검출
714,폐기물,폐기물,폐기물,불검출,불검출,불검출
715,폐기물,폐기물,폐기물,불검출,불검출,불검출
716,폐기물,폐기물,폐기물,불검출,불검출,불검출
717,음용수,제품수,제품수,불검출,불검출,불검출
718,음용수,정수,정수,불검출,불검출,불검출
719,음용수,정수,정수,불검출,불검출,불검출
720,음용수,정수,정수,불검출,불검출,불검출
721,음용수,정수,정수,불검출,불검출,불검출
722,음용수,정수,정수,불검출,불검출,불검출
723,음용수,정수,정수,불검출,불검출,불검출
724,수산물,어류,명태,불검출,불검출,불검출
725,가공식품,젓갈류,굴 ,불검출,불검출,불검출
726,가공식품,젓갈류,낙지,불검출,불검출,불검출
727,가공식품,젓갈류,오징어,불검출,불검출,불검출
728,가공식품,젓갈류,기타,불검출,불검출,불검출
729,가공식품,젓갈류,조개,불검출,불검출,불검출
730,가공식품,젓갈류,기타,불검출,불검출,불검출
731,가공식품,젓갈류,게,불검출,불검출,불검출
732,수산물,갑각류,게,불검출,불검출,불검출
733,수산물,어류,고등어,불검출,불검출,불검출
734,수산물,어류,대구,불검출,불검출,불검출
735,수산물,어류,동태,불검출,불검출,불검출
736,수산물,어류,삼치,불검출,불검출,불검출
737,수산물,연체동물,오징어,불검출,불검출,불검출
738,수산물,연체동물,주꾸미,불검출,불검출,불검출
739,수산물,어류,코다리,불검출,불검출,불검출
740,수산물,패류,바지락,불검출,불검출,불검출
741,수산물,갑각류,새우,불검출,불검출,불검출
742,수산물,갑각류,새우,불검출,불검출,불검출
743,수산물,패류,홍합,불검출,불검출,불검출
744,수산물,해조류,미역,불검출,불검출,불검출
745,수산물,건어물,새우,불검출,불검출,불검출
746,수산물,해조류,파래,불검출,불검출,불검출
747,수산물,해조류,다시마,불검출,불검출,불검출
748,수산물,건어물,새우,불검출,불검출,불검출
749,수산물,해조류,미역,불검출,불검출,불검출
750,수산물,건어물,북어,불검출,불검출,불검출
751,수산물,건어물,멸치,불검출,불검출,불검출
752,수산물,건어물,황태,불검출,불검출,불검출
753,수산물,건어물,멸치,불검출,불검출,불검출
754,수산물,건어물,기타,불검출,불검출,불검출
755,수산물,해조류,다시마,불검출,불검출,불검출
756,수산물,해조류,미역,불검출,불검출,불검출
757,수산물,해조류,파래,불검출,불검출,불검출
758,수산물,건어물,멸치,불검출,불검출,불검출
759,수산물,건어물,멸치,불검출,불검출,불검출
760,수산물,건어물,오징어,불검출,불검출,불검출
761,수산물,건어물,오징어,불검출,불검출,불검출
762,수산물,건어물,기타,불검출,불검출,불검출
763,수산물,건어물,오징어,불검출,불검출,불검출
764,수산물,건어물,새우,불검출,불검출,불검출
765,수산물,건어물,새우,불검출,불검출,불검출
766,수산물,건어물,오징어,불검출,불검출,불검출
767,수산물,건어물,새우,불검출,불검출,불검출
768,수산물,건어물,새우,불검출,불검출,불검출
769,수산물,건어물,북어,불검출,불검출,불검출
770,수산물,어류,꽁치,불검출,불검출,불검출
771,수산물,어류,고등어,불검출,불검출,불검출
772,수산물,어류,동태,불검출,불검출,불검출
773,수산물,어류,대구,불검출,불검출,불검출
774,수산물,어류,임연수,불검출,불검출,불검출
775,수산물,어류,삼치,불검출,불검출,불검출
776,수산물,어류,조기,불검출,불검출,불검출
777,수산물,어류,조기,불검출,불검출,불검출
778,수산물,연체동물,오징어,불검출,불검출,불검출
779,수산물,연체동물,낙지,불검출,불검출,불검출
780,수산물,연체동물,주꾸미,불검출,불검출,불검출
781,수산물,갑각류,게,불검출,불검출,불검출
782,수산물,어류,갈치,불검출,불검출,불검출
783,수산물,어류,갈치,불검출,불검출,불검출
784,수산물,어류,갈치,불검출,불검출,불검출
785,수산물,어류,갈치,불검출,불검출,불검출
786,수산물,어류,가자미,불검출,불검출,불검출
787,수산물,어류,코다리,불검출,불검출,불검출
788,수산물,어류,코다리,불검출,불검출,불검출
789,수산물,어류,가자미,불검출,불검출,불검출
790,수산물,어류,연어,불검출,불검출,불검출
791,수산물,어류,장어,불검출,불검출,불검출
792,수산물,어류,가자미,불검출,불검출,불검출
793,원료,향,향,불검출,불검출,불검출
794,수산물,연체동물,오징어,불검출,불검출,불검출
795,수산물,건어물,새우,불검출,불검출,불검출
796,수산물,건어물,새우,불검출,불검출,불검출
797,수산물,건어물,황태,불검출,불검출,불검출
798,수산물,건어물,북어,불검출,불검출,불검출
799,수산물,해조류,김,불검출,불검출,불검출
800,수산물,건어물,기타,불검출,불검출,불검출
801,수산물,건어물,기타,불검출,불검출,불검출
802,수산물,건어물,새우,불검출,불검출,불검출
803,수산물,건어물,기타,불검출,불검출,불검출
804,수산물,어류,삼치,불검출,불검출,불검출
805,수산물,어류,코다리,불검출,불검출,불검출
806,수산물,건어물,오징어,불검출,불검출,불검출
807,수산물,건어물,오징어,불검출,불검출,불검출
808,수산물,건어물,멸치,불검출,불검출,불검출
809,수산물,어류,삼치,불검출,불검출,불검출
810,수산물,어류,고등어,불검출,불검출,불검출
811,수산물,건어물,오징어,불검출,불검출,불검출
812,수산물,연체동물,주꾸미,불검출,불검출,불검출
813,수산물,어류,가자미,불검출,불검출,불검출
814,수산물,어류,동태,불검출,불검출,불검출
815,수산물,어류,가자미,불검출,불검출,불검출
816,수산물,연체동물,낙지,불검출,불검출,불검출
817,수산물,건어물,멸치,불검출,불검출,불검출
818,수산물,어류,임연수,불검출,불검출,불검출
819,수산물,연체동물,오징어,불검출,불검출,불검출
820,수산물,건어물,오징어,불검출,불검출,불검출
821,수산물,갑각류,새우,불검출,불검출,불검출
822,수산물,어류,삼치,불검출,불검출,불검출
823,수산물,어류,코다리,불검출,불검출,불검출
824,수산물,연체동물,주꾸미,불검출,불검출,불검출
825,수산물,패류,조개,불검출,불검출,불검출
826,수산물,해조류,다시마,불검출,불검출,불검출
827,수산물,어류,삼치,불검출,불검출,불검출
828,수산물,어류,가자미,불검출,불검출,불검출
829,수산물,연체동물,오징어,불검출,불검출,불검출
830,수산물,갑각류,게,불검출,불검출,불검출
831,수산물,건어물,북어,불검출,불검출,불검출
832,수산물,어류,삼치,불검출,불검출,불검출
833,수산물,어류,동태,불검출,불검출,불검출
834,수산물,어류,고등어,불검출,불검출,불검출
835,수산물,어류,가자미,불검출,불검출,불검출
836,수산물,어류,임연수,불검출,불검출,불검출
837,수산물,어류,갈치,불검출,불검출,불검출
838,수산물,어류,조기,불검출,불검출,불검출
839,수산물,어류,대구,불검출,불검출,불검출
840,수산물,연체동물,오징어,불검출,불검출,불검출
841,수산물,연체동물,낙지,불검출,불검출,불검출
842,수산물,연체동물,주꾸미,불검출,불검출,불검출
843,수산물,건어물,멸치,불검출,불검출,불검출
844,수산물,해조류,다시마,불검출,불검출,불검출
845,수산물,갑각류,새우,불검출,불검출,불검출
846,수산물,갑각류,게,불검출,불검출,불검출
847,수산물,패류,바지락,불검출,불검출,불검출
848,수산물,패류,홍합,불검출,불검출,불검출
849,수산물,건어물,새우,불검출,불검출,불검출
850,수산물,건어물,황태,불검출,불검출,불검출
851,수산물,해조류,미역,불검출,불검출,불검출
852,수산물,어류,코다리,불검출,불검출,불검출
853,수산물,어류,꽁치,불검출,불검출,불검출
854,수산물,어류,삼치,불검출,불검출,불검출
855,수산물,어류,동태,불검출,불검출,불검출
856,수산물,어류,고등어,불검출,불검출,불검출
857,수산물,어류,가자미,불검출,불검출,불검출
858,수산물,어류,임연수,불검출,불검출,불검출
859,수산물,어류,갈치,불검출,불검출,불검출
860,수산물,어류,조기,불검출,불검출,불검출
861,수산물,어류,대구,불검출,불검출,불검출
862,수산물,연체동물,오징어,불검출,불검출,불검출
863,수산물,연체동물,낙지,불검출,불검출,불검출
864,수산물,연체동물,주꾸미,불검출,불검출,불검출
865,수산물,건어물,멸치,불검출,불검출,불검출
866,수산물,해조류,다시마,불검출,불검출,불검출
867,수산물,갑각류,새우,불검출,불검출,불검출
868,수산물,갑각류,게,불검출,불검출,불검출
869,수산물,패류,바지락,불검출,불검출,불검출
870,수산물,패류,홍합,불검출,불검출,불검출
871,수산물,건어물,새우,불검출,불검출,불검출
872,수산물,건어물,황태,불검출,불검출,불검출
873,수산물,해조류,미역,불검출,불검출,불검출
874,수산물,어류,코다리,불검출,불검출,불검출
875,수산물,어류,꽁치,불검출,불검출,불검출
876,수산물,건어물,황태,불검출,불검출,불검출
877,원료,향,향,불검출,불검출,불검출
878,음용수,정수,정수,불검출,불검출,불검출
879,음용수,정수,정수,불검출,불검출,불검출
880,음용수,제품수,제품수,불검출,불검출,불검출
881,수산물,어류,고등어,불검출,불검출,불검출
882,수산물,어류,삼치,불검출,불검출,불검출
883,수산물,어류,대구,불검출,불검출,불검출
884,수산물,연체동물,오징어,불검출,불검출,불검출
885,수산물,어류,갈치,불검출,불검출,불검출
886,가공식품,수산물,즉석식품,불검출,불검출,불검출
887,가공식품,음료,차,불검출,불검출,불검출
888,수산물,어류,고등어,불검출,불검출,불검출
889,수산물,어류,꽁치,불검출,불검출,불검출
890,수산물,어류,명태,불검출,불검출,불검출
891,수산물,어류,삼치,불검출,불검출,불검출
892,수산물,연체동물,오징어,불검출,불검출,불검출
893,수산물,어류,임연수,불검출,불검출,불검출
894,수산물,어류,적어,불검출,불검출,불검출
895,수산물,어류,청어,불검출,불검출,불검출
896,수산물,어류,갈치,불검출,불검출,불검출
897,수산물,어류,대구,불검출,불검출,불검출
898,수산물,어류,아귀,불검출,불검출,불검출
899,수산물,어류,조기,불검출,불검출,불검출
900,수산물,어류,방어,불검출,불검출,불검출
901,수산물,어류,병어,불검출,불검출,불검출
902,수산물,어류,우럭,불검출,불검출,불검출
903,수산물,어류,전갱이,불검출,불검출,불검출
904,수산물,어류,가자미,불검출,불검출,불검출
905,수산물,연체동물,낙지,불검출,불검출,불검출
906,수산물,어류,코다리,불검출,불검출,불검출
907,수산물,어류,가오리,불검출,불검출,불검출
908,수산물,갑각류,게,불검출,불검출,불검출
909,수산물,해조류,다시마,불검출,불검출,불검출
910,수산물,건어물,멸치,불검출,불검출,불검출
911,수산물,해조류,미역,불검출,불검출,불검출
912,수산물,건어물,새우,불검출,불검출,불검출
913,가공식품,수산물,즉석식품,불검출,불검출,불검출
914,가공식품,기타,즉석식품,불검출,불검출,불검출
915,가공식품,수산물,즉석식품,불검출,불검출,불검출
916,음용수,정수,정수,불검출,불검출,불검출
917,음용수,정수,정수,불검출,불검출,불검출
918,음용수,정수,정수,불검출,불검출,불검출
919,음용수,정수,정수,불검출,불검출,불검출
920,음용수,정수,정수,불검출,불검출,불검출
921,음용수,정수,정수,불검출,불검출,불검출
922,농산물,버섯류,표고버섯,불검출,불검출,1.6
923,가공식품,농산물,기타,불검출,불검출,불검출
924,기타,기타,기타,불검출,불검출,불검출
925,수산물,어류,대구,불검출,불검출,불검출
926,수산물,갑각류,게,불검출,불검출,불검출
927,수산물,갑각류,게,불검출,불검출,불검출
928,수산물,연체동물,낙지,불검출,불검출,불검출
929,수산물,어류,대구,불검출,불검출,불검출
930,수산물,연체동물,오징어,불검출,불검출,불검출
931,수산물,어류,고등어,불검출,불검출,불검출
932,수산물,연체동물,오징어,불검출,불검출,불검출
933,공산품,화장품,기타,불검출,불검출,불검출
934,가공식품,수산물,연어,불검출,불검출,불검출
935,농산물,버섯류,버섯,불검출,불검출,불검출
936,수산물,해조류,미역,불검출,불검출,불검출
937,수산물,갑각류,새우,불검출,불검출,불검출
938,농산물,채소류,오이,불검출,불검출,불검출
939,농산물,채소류,토마토,불검출,불검출,불검출
940,농산물,채소류,호박,불검출,불검출,불검출
941,가공식품,버섯류,표고버섯,불검출,불검출,1.3
942,수산물,어류,가자미,불검출,불검출,불검출
943,수산물,어류,대구,불검출,불검출,불검출
944,수산물,연체동물,오징어,불검출,불검출,불검출
945,수산물,어류,임연수,불검출,불검출,불검출
946,수산물,연체동물,주꾸미,불검출,불검출,불검출
947,수산물,어류,코다리,불검출,불검출,불검출
948,수산물,건어물,멸치,불검출,불검출,불검출
949,수산물,해조류,다시마,불검출,불검출,불검출
950,수산물,건어물,북어,불검출,불검출,불검출
951,수산물,갑각류,새우,불검출,불검출,불검출
952,수산물,어류,고등어,불검출,불검출,불검출
953,수산물,어류,대구,불검출,불검출,불검출
954,수산물,어류,동태,불검출,불검출,불검출
955,수산물,어류,코다리,불검출,불검출,불검출
956,수산물,해조류,다시마,불검출,불검출,불검출
957,수산물,건어물,멸치,불검출,불검출,불검출
958,수산물,건어물,황태,불검출,불검출,불검출
959,수산물,어류,가자미,불검출,불검출,불검출
960,수산물,어류,갈치,불검출,불검출,불검출
961,수산물,어류,꽁치,불검출,불검출,불검출
962,수산물,어류,삼치,불검출,불검출,불검출
963,수산물,어류,임연수,불검출,불검출,불검출
964,수산물,연체동물,낙지,불검출,불검출,불검출
965,수산물,연체동물,오징어,불검출,불검출,불검출
966,공산품,기타,기타,불검출,불검출,불검출
967,원료,향,향,불검출,불검출,불검출
968,원료,향,향,불검출,불검출,불검출
969,원료,향,향,불검출,불검출,불검출
970,음용수,제품수,제품수,불검출,불검출,불검출
971,음용수,정수,정수,불검출,불검출,불검출
972,음용수,정수,정수,불검출,불검출,불검출
973,음용수,정수,정수,불검출,불검출,불검출
974,음용수,정수,정수,불검출,불검출,불검출
975,음용수,정수,정수,불검출,불검출,불검출
976,음용수,제품수,제품수,불검출,불검출,불검출
977,가공식품,농산물,땅콩,불검출,불검출,불검출
978,폐기물,,,불검출,불검출,불검출
979,공산품,기타,기타,불검출,불검출,불검출
980,공산품,기타,기타,불검출,불검출,불검출
981,공산품,기타,기타,불검출,불검출,불검출
982,수산물,어류,코다리,불검출,불검출,불검출
983,수산물,어류,갈치,불검출,불검출,불검출
984,수산물,연체동물,낙지,불검출,불검출,불검출
985,수산물,연체동물,낙지,불검출,불검출,불검출
986,수산물,어류,돔,불검출,불검출,불검출
987,수산물,어류,고등어,불검출,불검출,불검출
988,수산물,해조류,미역,불검출,불검출,불검출
989,농산물,과일류,블루베리,불검출,불검출,불검출
990,수산물,어류,광어,불검출,불검출,불검출
991,수산물,어류,고등어,불검출,불검출,불검출
992,수산물,어류,삼치,불검출,불검출,불검출
993,수산물,연체동물,오징어,불검출,불검출,불검출
994,수산물,어류,고등어,불검출,불검출,불검출
995,수산물,어류,삼치,불검출,불검출,불검출
996,수산물,어류,대구,불검출,불검출,불검출
997,수산물,연체동물,오징어,불검출,불검출,불검출
998,폐기물,폐기물,폐기물,불검출,불검출,불검출
999,폐기물,폐기물,폐기물,불검출,불검출,불검출
1000,폐기물,폐기물,폐기물,불검출,불검출,불검출
1001,폐기물,폐기물,폐기물,불검출,불검출,불검출
1002,폐기물,폐기물,폐기물,불검출,불검출,불검출
1003,폐기물,폐기물,폐기물,불검출,불검출,불검출
1004,수산물,해조류,다시마,불검출,불검출,불검출
1005,원료,향,향,불검출,불검출,불검출
1006,기타,목재,목재,불검출,불검출,290
1007,기타,목재,목재,불검출,불검출,280
1008,기타,목재,목재,불검출,불검출,34
1009,가공식품,소금,소금,불검출,불검출,불검출
1010,가공식품,소금,소금,불검출,불검출,불검출
1011,가공식품,소금,소금,불검출,불검출,불검출
1012,가공식품,소금,소금,불검출,불검출,불검출
1013,가공식품,소금,소금,불검출,불검출,불검출
1014,가공식품,소금,소금,불검출,불검출,불검출
1015,수산물,어류,코다리,불검출,불검출,불검출
1016,수산물,어류,갈치,불검출,불검출,불검출
1017,수산물,어류,삼치,불검출,불검출,불검출
1018,수산물,어류,삼치,불검출,불검출,불검출
1019,수산물,어류,임연수,불검출,불검출,불검출
1020,수산물,어류,가자미,불검출,불검출,불검출
1021,수산물,어류,꽁치,불검출,불검출,불검출
1022,수산물,어류,고등어,불검출,불검출,불검출
1023,수산물,어류,동태,불검출,불검출,불검출
1024,수산물,연체동물,오징어,불검출,불검출,불검출
1025,수산물,어류,삼치,불검출,불검출,불검출
1026,공산품,기타,기타,불검출,불검출,불검출
1027,공산품,기타,기타,불검출,불검출,불검출
1028,수산물,건어물,기타,불검출,불검출,불검출
1029,수산물,건어물,새우,불검출,불검출,불검출
1030,수산물,해조류,김,불검출,불검출,불검출
1031,수산물,해조류,미역,불검출,불검출,불검출
1032,가공식품,젓갈류,새우,불검출,불검출,불검출
1033,수산물,해조류,파래,불검출,불검출,불검출
1034,수산물,해조류,미역,불검출,불검출,불검출
1035,수산물,건어물,오징어,불검출,불검출,불검출
1036,수산물,갑각류,새우,불검출,불검출,불검출
1037,수산물,갑각류,새우,불검출,불검출,불검출
1038,수산물,갑각류,새우,불검출,불검출,불검출
1039,수산물,갑각류,게,불검출,불검출,불검출
1040,수산물,어류,조기,불검출,불검출,불검출
1041,수산물,어류,임연수,불검출,불검출,불검출
1042,수산물,패류,기타,불검출,불검출,불검출
1043,수산물,어류,대구,불검출,불검출,불검출
1044,원료,향,향,불검출,불검출,불검출
1045,기타,기타,해수,불검출,불검출,불검출
1046,가공식품,소금,소금,불검출,불검출,불검출
1047,수산물,연체동물,문어,불검출,불검출,불검출
1048,수산물,갑각류,새우,불검출,불검출,불검출
1049,수산물,패류,바지락,불검출,불검출,불검출
1050,수산물,건어물,황태,불검출,불검출,불검출
1051,수산물,연체동물,오징어,불검출,불검출,불검출
1052,수산물,건어물,북어,불검출,불검출,불검출
1053,수산물,어류,대구,불검출,불검출,불검출
1054,수산물,어류,고등어,불검출,불검출,불검출
1055,수산물,건어물,황태,불검출,불검출,불검출
1056,수산물,어류,임연수,불검출,불검출,불검출
1057,수산물,패류,홍합,불검출,불검출,불검출
1058,수산물,어류,돔,불검출,불검출,불검출
1059,수산물,연체동물,오징어,불검출,불검출,불검출
1060,수산물,연체동물,오징어,불검출,불검출,불검출
1061,수산물,어류,연어,불검출,불검출,불검출
1062,수산물,어류,삼치,불검출,불검출,불검출
1063,수산물,어류,아귀,불검출,불검출,불검출
1064,수산물,갑각류,새우,불검출,불검출,불검출
1065,수산물,해조류,김,불검출,불검출,불검출
1066,수산물,해조류,김,불검출,불검출,불검출
1067,음용수,제품수,제품수,불검출,불검출,불검출
1068,음용수,정수,정수,불검출,불검출,불검출
1069,음용수,정수,정수,불검출,불검출,불검출
1070,음용수,정수,정수,불검출,불검출,불검출
1071,음용수,정수,정수,불검출,불검출,불검출
1072,음용수,정수,정수,불검출,불검출,불검출
1073,음용수,정수,정수,불검출,불검출,불검출
1074,음용수,제품수,제품수,불검출,불검출,불검출
1075,수산물,해조류,함초,불검출,불검출,불검출
1076,수산물,해조류,자반,불검출,불검출,불검출
1077,가공식품,해조류,다시마,불검출,불검출,불검출
1078,가공식품,수산물,새우,불검출,불검출,불검출
1079,가공식품,수산물,멸치,불검출,불검출,불검출
1080,수산물,해조류,김,불검출,불검출,불검출
1081,수산물,해조류,김,불검출,불검출,불검출
1082,기타,기타,갯벌,불검출,불검출,불검출
1083,기타,기타,해수,불검출,불검출,불검출
1084,수산물,어류,고등어,불검출,불검출,불검출
1085,수산물,어류,삼치,불검출,불검출,불검출
1086,수산물,어류,대구,불검출,불검출,불검출
1087,수산물,연체동물,오징어,불검출,불검출,불검출
1088,수산물,해조류,다시마,불검출,불검출,불검출
1089,원료,향,향,불검출,불검출,불검출
1090,수산물,연체동물,낙지,불검출,불검출,불검출
1091,수산물,연체동물,낙지,불검출,불검출,불검출
